review_score,review_count,price,address,image,star,Pool,No_smoking_room,Families_room,Room_service,Free_parking,Breakfast,24h_front_desk,Airport_shuttle,Staff,Facilities,Cleanliness,Comfort,Affordable,Location,Wifi
7.9,29,300000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/487282095.jpg?k=a364d46944c06b7cf7cc81d60d19f440b032a16a8aba8aee412755de9d8ab1d5&o=,4,0,0,0,0,0,0,0,0,,,,,,,
8.3,115,348641,Quận 9,https://cf.bstatic.com/xdata/images/hotel/square240/453991730.jpg?k=75d87ef496b1c49a086467ca386a5cd1377e47d0f204ac6e4a5aeddc98ac9cd5&o=,4,1,1,1,0,1,0,1,0,9.1,8.1,8.5,8.6,8.5,7.9,8.8
9.0,373,406169,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/377386967.jpg?k=add771eede5fa40484ccf7bb3db974d1aee7cfb3c38847aa0da53ba103a3cd76&o=,4,1,1,1,1,1,0,0,1,9.3,9.1,9.2,9.2,9.1,9.3,9.8
4.3,12,453739,TP. Hồ Chí Minh,https://cf.bstatic.com/xdata/images/hotel/square240/493270508.jpg?k=3b8fd9883275153ae2eb8cd3b7644838339f09c9ad884aa65d292bc3af63627b&o=,4,1,1,1,0,1,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0,
7.2,56,513291,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/520392015.jpg?k=4722a59104635e1e3314f6d420dcb0747855b7f0e00ede088bcf7ea741a80401&o=,4,1,1,1,1,1,0,1,1,8.4,7.2,7.7,7.4,7.5,8.2,6.3
5.7,278,592604,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/442864347.jpg?k=d65a32171b4834d1afc01ed5bc6688459939eed4d6e0de97788b38e4ccb78db1&o=,4,1,1,1,1,1,1,1,0,6.5,6.2,6.3,6.4,6.7,6.4,
9.2,156,615600,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/385468832.jpg?k=c71c58127811971148e2236f725ebb3f9abe981c9261d56876916995b4d87589&o=,4,1,0,1,0,1,0,0,0,9.6,9.2,9.4,9.4,9.4,9.1,9.2
8.4,604,617261,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/495486923.jpg?k=70846b5b41b372d6b85331551d8981a2033549b51daf901db1d4e950e8caece2&o=,4,1,1,1,1,1,0,1,0,9.2,8.4,8.4,8.4,8.6,8.6,8.5
10.0,5,653401,Quận 10,https://cf.bstatic.com/xdata/images/hotel/square240/514013267.jpg?k=323a21ce98ae339bf458afb6bb7c681a7703fff94b3033dcb67f07310e1bdcc8&o=,4,1,0,1,0,0,0,1,1,10.0,10.0,10.0,10.0,10.0,10.0,
8.9,161,662071,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/384531923.jpg?k=3fe7a35482a6035624fae7501beaeaab8e9be429f2f85c77e57d2e11b95eee15&o=,4,1,0,1,1,1,0,1,0,9.0,8.9,9.2,9.1,9.0,8.8,8.3
8.4,9,670000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/504112168.jpg?k=74e227e90fc6359eaf2de4e5e7900fb7dad7844b94f976c7cd435c0199082a96&o=,4,1,0,1,1,1,0,1,0,7.3,6.5,6.5,7.2,6.7,6.5,
8.3,26,693000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/230589083.jpg?k=c2bf5239f40eff19ae1fc5bfd590b7e7c4e8694e71c098919b14f9522cfb410d&o=,4,1,1,1,0,1,0,0,1,8.3,8.4,8.3,8.3,8.3,8.8,10.0
9.2,30,700000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/500474636.jpg?k=f1ec34326237a5885290e3d465adda7e432eec3a79f7dcbd46c19cfa91e75e1d&o=,4,1,0,1,1,1,0,0,0,9.7,9.5,9.4,9.4,9.4,9.0,10.0
9.1,15,716040,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/484825634.jpg?k=75b680dc1b745497a45366007fdbf50d421b14fd4e52a0ba85a3a0be635a474b&o=,4,1,1,1,0,1,0,0,0,9.3,9.0,9.5,9.6,9.3,9.5,10.0
8.8,126,760000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/462038408.jpg?k=a442e558be475574ba1babe8687eb29685cad325f5816c08d177aaa48f5f176b&o=,4,1,0,0,1,1,0,0,0,9.4,8.5,8.7,8.8,9.0,9.6,10.0
8.8,114,800000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/255632892.jpg?k=64b4442d28e5f23ba66e5222c46fb012515d30854588e8368bc804a6c37c6acb&o=,4,1,1,1,1,1,0,1,1,8.9,8.8,9.1,9.1,9.0,9.4,9.6
9.7,7,830000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/475645889.jpg?k=94c9236ab77958e55c8f98fd1be3e85ef7576d978571d4456a43a90882615ff9&o=,4,1,0,0,1,1,1,1,1,10.0,10.0,10.0,9.8,9.8,9.2,
8.6,40,848000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/294394553.jpg?k=d75e090a9c53a95d36e14d3b2665e59c1b0abc1d4e2012a4a4ebafc70a4bd678&o=,4,1,0,1,1,1,0,1,1,9.5,8.4,8.8,8.9,8.8,9.5,10.0
8.1,24,850000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/449517528.jpg?k=6ca17dfabebc1a0cd133f5943bddeb511162c67c77f97cf82dd99730f2f11ac4&o=,4,1,1,1,1,1,0,1,1,8.4,8.2,8.2,8.6,8.8,9.1,5.0
9.5,401,880000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square240/387443774.jpg?k=1ca17748dac2abc06bff204bf8ad4f3890e805d031ae173f074a5cc986f215c5&o=,4,0,1,1,1,1,0,0,1,9.7,9.5,9.5,9.6,9.5,9.6,9.9
7.7,245,1077663,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/30946527.jpg?k=d668ff092324465027290620638d3188b15d6f77ad2a45dd181d5c2a225d75ea&o=,4,0,1,1,0,0,1,0,1,8.2,7.7,8.0,8.0,7.8,8.2,8.5
7.9,29,300000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/487282095.jpg?k=a364d46944c06b7cf7cc81d60d19f440b032a16a8aba8aee412755de9d8ab1d5&o=,4,0,0,0,0,0,0,0,0,,,,,,,
8.3,115,348641,Quận 9,https://cf.bstatic.com/xdata/images/hotel/square240/453991730.jpg?k=75d87ef496b1c49a086467ca386a5cd1377e47d0f204ac6e4a5aeddc98ac9cd5&o=,4,1,1,1,0,1,0,1,0,9.1,8.1,8.5,8.6,8.5,7.9,8.8
9.0,373,406169,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/377386967.jpg?k=add771eede5fa40484ccf7bb3db974d1aee7cfb3c38847aa0da53ba103a3cd76&o=,4,1,1,1,1,1,0,0,1,9.3,9.1,9.2,9.2,9.1,9.3,9.8
4.3,12,453739,TP. Hồ Chí Minh,https://cf.bstatic.com/xdata/images/hotel/square240/493270508.jpg?k=3b8fd9883275153ae2eb8cd3b7644838339f09c9ad884aa65d292bc3af63627b&o=,4,1,1,1,0,1,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0,
5.7,278,503714,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/442864347.jpg?k=d65a32171b4834d1afc01ed5bc6688459939eed4d6e0de97788b38e4ccb78db1&o=,4,1,1,1,1,1,1,1,0,6.5,6.2,6.3,6.4,6.7,6.4,
7.2,56,513291,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/520392015.jpg?k=4722a59104635e1e3314f6d420dcb0747855b7f0e00ede088bcf7ea741a80401&o=,4,1,1,1,1,1,0,1,1,8.4,7.2,7.7,7.4,7.5,8.2,6.3
9.2,156,615600,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/385468832.jpg?k=c71c58127811971148e2236f725ebb3f9abe981c9261d56876916995b4d87589&o=,4,1,0,1,0,1,0,0,0,9.6,9.2,9.4,9.4,9.4,9.1,9.2
8.4,604,617261,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/495486923.jpg?k=70846b5b41b372d6b85331551d8981a2033549b51daf901db1d4e950e8caece2&o=,4,1,1,1,1,1,0,1,0,9.2,8.4,8.4,8.4,8.6,8.6,8.5
10.0,5,641301,Quận 10,https://cf.bstatic.com/xdata/images/hotel/square240/514013267.jpg?k=323a21ce98ae339bf458afb6bb7c681a7703fff94b3033dcb67f07310e1bdcc8&o=,4,1,0,1,0,0,0,1,1,10.0,10.0,10.0,10.0,10.0,10.0,
8.9,161,662071,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/384531923.jpg?k=3fe7a35482a6035624fae7501beaeaab8e9be429f2f85c77e57d2e11b95eee15&o=,4,1,0,1,1,1,0,1,0,9.0,8.9,9.2,9.1,9.0,8.8,8.3
8.4,9,670000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/504112168.jpg?k=74e227e90fc6359eaf2de4e5e7900fb7dad7844b94f976c7cd435c0199082a96&o=,4,1,0,1,1,1,0,1,0,7.3,6.5,6.5,7.2,6.7,6.5,
8.8,126,684000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/462038408.jpg?k=a442e558be475574ba1babe8687eb29685cad325f5816c08d177aaa48f5f176b&o=,4,1,0,0,1,1,0,0,0,9.4,8.5,8.7,8.8,9.0,9.6,10.0
8.3,26,693000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/230589083.jpg?k=c2bf5239f40eff19ae1fc5bfd590b7e7c4e8694e71c098919b14f9522cfb410d&o=,4,1,1,1,0,1,0,0,1,8.3,8.4,8.3,8.3,8.3,8.8,10.0
9.2,30,700000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/500474636.jpg?k=f1ec34326237a5885290e3d465adda7e432eec3a79f7dcbd46c19cfa91e75e1d&o=,4,1,0,1,1,1,0,0,0,9.7,9.5,9.4,9.4,9.4,9.0,10.0
9.1,15,716040,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/484825634.jpg?k=75b680dc1b745497a45366007fdbf50d421b14fd4e52a0ba85a3a0be635a474b&o=,4,1,1,1,0,1,0,0,0,9.3,9.0,9.5,9.6,9.3,9.5,10.0
8.8,114,800000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/255632892.jpg?k=64b4442d28e5f23ba66e5222c46fb012515d30854588e8368bc804a6c37c6acb&o=,4,1,1,1,1,1,0,1,1,8.9,8.8,9.1,9.1,9.0,9.4,9.6
9.7,7,830000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/475645889.jpg?k=94c9236ab77958e55c8f98fd1be3e85ef7576d978571d4456a43a90882615ff9&o=,4,1,0,0,1,1,1,1,1,10.0,10.0,10.0,9.8,9.8,9.2,
8.6,40,848000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/294394553.jpg?k=d75e090a9c53a95d36e14d3b2665e59c1b0abc1d4e2012a4a4ebafc70a4bd678&o=,4,1,0,1,1,1,0,1,1,9.5,8.4,8.8,8.9,8.8,9.5,10.0
8.1,24,850000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/449517528.jpg?k=6ca17dfabebc1a0cd133f5943bddeb511162c67c77f97cf82dd99730f2f11ac4&o=,4,1,1,1,1,1,0,1,1,8.4,8.2,8.2,8.6,8.8,9.1,5.0
9.5,401,880000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square240/387443774.jpg?k=1ca17748dac2abc06bff204bf8ad4f3890e805d031ae173f074a5cc986f215c5&o=,4,0,1,1,1,1,0,0,1,9.7,9.5,9.5,9.6,9.5,9.6,9.9
7.7,245,1091797,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/30946527.jpg?k=d668ff092324465027290620638d3188b15d6f77ad2a45dd181d5c2a225d75ea&o=,4,0,1,1,0,0,1,0,1,8.2,7.7,8.0,8.0,7.8,8.2,8.5
7.9,29,300000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/487282095.jpg?k=a364d46944c06b7cf7cc81d60d19f440b032a16a8aba8aee412755de9d8ab1d5&o=,4,0,0,0,0,0,0,0,0,,,,,,,
8.3,115,348641,Quận 9,https://cf.bstatic.com/xdata/images/hotel/square240/453991730.jpg?k=75d87ef496b1c49a086467ca386a5cd1377e47d0f204ac6e4a5aeddc98ac9cd5&o=,4,1,1,1,0,1,0,1,0,9.1,8.1,8.5,8.6,8.5,7.9,8.8
9.0,373,406169,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/377386967.jpg?k=add771eede5fa40484ccf7bb3db974d1aee7cfb3c38847aa0da53ba103a3cd76&o=,4,1,1,1,1,1,0,0,1,9.3,9.1,9.2,9.2,9.1,9.3,9.8
4.3,12,453739,TP. Hồ Chí Minh,https://cf.bstatic.com/xdata/images/hotel/square240/493270508.jpg?k=3b8fd9883275153ae2eb8cd3b7644838339f09c9ad884aa65d292bc3af63627b&o=,4,1,1,1,0,1,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0,
5.7,278,503714,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/442864347.jpg?k=d65a32171b4834d1afc01ed5bc6688459939eed4d6e0de97788b38e4ccb78db1&o=,4,1,1,1,1,1,1,1,0,6.5,6.2,6.3,6.4,6.7,6.4,
7.2,56,513291,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/520392015.jpg?k=4722a59104635e1e3314f6d420dcb0747855b7f0e00ede088bcf7ea741a80401&o=,4,1,1,1,1,1,0,1,1,8.4,7.2,7.7,7.4,7.5,8.2,6.3
9.2,156,615600,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/385468832.jpg?k=c71c58127811971148e2236f725ebb3f9abe981c9261d56876916995b4d87589&o=,4,1,0,1,0,1,0,0,0,9.6,9.2,9.4,9.4,9.4,9.1,9.2
8.4,604,617261,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/495486923.jpg?k=70846b5b41b372d6b85331551d8981a2033549b51daf901db1d4e950e8caece2&o=,4,1,1,1,1,1,0,1,0,9.2,8.4,8.4,8.4,8.6,8.6,8.5
10.0,5,641301,Quận 10,https://cf.bstatic.com/xdata/images/hotel/square240/514013267.jpg?k=323a21ce98ae339bf458afb6bb7c681a7703fff94b3033dcb67f07310e1bdcc8&o=,4,1,0,1,0,0,0,1,1,10.0,10.0,10.0,10.0,10.0,10.0,
8.9,161,662071,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/384531923.jpg?k=3fe7a35482a6035624fae7501beaeaab8e9be429f2f85c77e57d2e11b95eee15&o=,4,1,0,1,1,1,0,1,0,9.0,8.9,9.2,9.1,9.0,8.8,8.3
8.4,9,670000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/504112168.jpg?k=74e227e90fc6359eaf2de4e5e7900fb7dad7844b94f976c7cd435c0199082a96&o=,4,1,0,1,1,1,0,1,0,7.3,6.5,6.5,7.2,6.7,6.5,
8.8,126,684000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/462038408.jpg?k=a442e558be475574ba1babe8687eb29685cad325f5816c08d177aaa48f5f176b&o=,4,1,0,0,1,1,0,0,0,9.4,8.5,8.7,8.8,9.0,9.6,10.0
8.3,26,693000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/230589083.jpg?k=c2bf5239f40eff19ae1fc5bfd590b7e7c4e8694e71c098919b14f9522cfb410d&o=,4,1,1,1,0,1,0,0,1,8.3,8.4,8.3,8.3,8.3,8.8,10.0
9.2,30,700000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/500474636.jpg?k=f1ec34326237a5885290e3d465adda7e432eec3a79f7dcbd46c19cfa91e75e1d&o=,4,1,0,1,1,1,0,0,0,9.7,9.5,9.4,9.4,9.4,9.0,10.0
9.1,15,716040,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/484825634.jpg?k=75b680dc1b745497a45366007fdbf50d421b14fd4e52a0ba85a3a0be635a474b&o=,4,1,1,1,0,1,0,0,0,9.3,9.0,9.5,9.6,9.3,9.5,10.0
8.8,114,800000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/255632892.jpg?k=64b4442d28e5f23ba66e5222c46fb012515d30854588e8368bc804a6c37c6acb&o=,4,1,1,1,1,1,0,1,1,8.9,8.8,9.1,9.1,9.0,9.4,9.6
9.7,7,830000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/475645889.jpg?k=94c9236ab77958e55c8f98fd1be3e85ef7576d978571d4456a43a90882615ff9&o=,4,1,0,0,1,1,1,1,1,10.0,10.0,10.0,9.8,9.8,9.2,
8.6,40,848000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/294394553.jpg?k=d75e090a9c53a95d36e14d3b2665e59c1b0abc1d4e2012a4a4ebafc70a4bd678&o=,4,1,0,1,1,1,0,1,1,9.5,8.4,8.8,8.9,8.8,9.5,10.0
8.1,24,850000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/449517528.jpg?k=6ca17dfabebc1a0cd133f5943bddeb511162c67c77f97cf82dd99730f2f11ac4&o=,4,1,1,1,1,1,0,1,1,8.4,8.2,8.2,8.6,8.8,9.1,5.0
9.5,401,880000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square240/387443774.jpg?k=1ca17748dac2abc06bff204bf8ad4f3890e805d031ae173f074a5cc986f215c5&o=,4,0,1,1,1,1,0,0,1,9.7,9.5,9.5,9.6,9.5,9.6,9.9
7.7,245,1091797,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/30946527.jpg?k=d668ff092324465027290620638d3188b15d6f77ad2a45dd181d5c2a225d75ea&o=,4,0,1,1,0,0,1,0,1,8.2,7.7,8.0,8.0,7.8,8.2,8.5
8.4,79,1481353,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square200/280718328.jpg?k=583c06a7c2e972b91178260d73140dfd461f20995d15bcf0580be6849902a8a2&o=,4,0,1,1,0,1,1,1,0,8.9,8.5,8.9,8.8,8.4,8.2,8.8
7.9,703,1495239,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/405420769.jpg?k=89f7660e8871b8667da644f9935a031ac2c0927414b7f3d2af13f1cc9f87d309&o=,4,0,1,1,0,0,1,1,1,8.9,8.1,8.3,8.3,8.0,9.1,8.1
7.9,703,1645011,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/405419259.jpg?k=09feae53dd3a26b595f5e17902196e65abfd775d987cf8c4d03875705e16243b&o=,4,0,1,1,0,0,1,0,1,8.6,8.1,8.4,8.4,8.0,9.1,8.1
7.9,658,1851071,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/296680599.jpg?k=6ca1d79127ccacd05d59484fcfa0c9ba04d03bfba092e27f838ee1b9edc6eca0&o=,4,0,0,0,0,0,1,1,1,8.4,7.9,8.3,8.4,8.0,9.0,8.1
8.3,504,1854295,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/93117310.jpg?k=38d5e06dc239f192abff0956c7a5546a24ce0d87eaa5b123f670fb4579b114e2&o=,4,0,0,1,0,1,1,0,1,9.0,8.3,8.5,8.5,8.3,8.8,8.3
8.1,77,1980000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/195274518.jpg?k=31d683a6593f3d904c607dcdab58377b62d516d7c7c97c918b4dd798ca59bde4&o=,4,0,0,0,0,0,0,0,0,,,,,,,
8.9,231,1990407,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square200/503099851.jpg?k=8c80f5aba089fc94fa1af714d4beb7471c46697ea964f19f2d0f0d3ce25f1f21&o=,4,1,1,1,1,0,0,1,0,9.3,8.9,9.0,9.0,8.9,8.9,9.8
9.1,116,2000000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/223394972.jpg?k=80331bee63cf547318014ebcdeea44f542a3c381a23c6b9b41b6388e605f9868&o=,4,0,1,1,1,1,0,1,0,8.9,8.5,9.0,9.1,9.0,8.7,8.0
8.9,22,2000000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square200/345250629.jpg?k=47e17cae30e4471a286297dd47829eaad6ab1e7ae4646a1d00a4218967b0a15d&o=,4,1,1,1,0,0,0,1,1,8.8,8.8,8.8,8.9,8.8,9.1,9.2
8.6,249,2000000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/476492052.jpg?k=cd5beccbe58faadbaf1256bba7165cfb9a6494a4f0afc21c68c1baf86ffbbe21&o=,4,0,0,1,0,0,1,1,1,9.1,8.8,9.1,9.3,8.6,9.4,9.1
8.6,5,2016000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square200/458364549.jpg?k=b44d2c38d811b52b239ca22c22e2eff9a8e162659bf270f3e206f0a6d0b967a2&o=,4,1,0,1,0,0,0,0,1,8.9,8.6,8.6,8.9,8.6,9.6,10.0
7.9,320,2064000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/430998417.jpg?k=f618316baab7f68a4475ef79f6f078da3b98ce80528ceab984434d2c07120d93&o=,4,1,0,0,0,1,1,1,0,8.5,7.7,8.5,8.4,8.2,9.0,
7.8,461,1342491,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/214297943.jpg?k=f2f432047f3eb42207eb340449fef81acfde54c1109c97d6a10b9b341fab364a&o=,4,1,0,1,1,0,1,1,1,8.7,7.7,8.1,8.2,7.9,8.8,8.5
4.8,9,1554751,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/117207215.jpg?k=e85a14b7747b1befb41ebbe76b7d2f5e5b544a5c61e72f5e47d3c592627acf04&o=,4,1,1,1,1,0,0,1,1,5.4,4.6,5.0,5.0,5.0,6.4,
9.1,107,1599881,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/233702108.jpg?k=35f252a84a421fcf907875b3bab1ba4e8f44b5aeed7a156c83987d57efbdb42c&o=,4,1,0,1,1,1,0,1,1,9.4,9.1,9.6,9.5,9.0,8.9,6.4
9.4,9,1834209,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/539851021.jpg?k=077f7bc0a4411d2ed5fb4f935b3f7fc7d9c3e12c4346b62fad1cb4860e64771d&o=,4,1,1,1,0,1,1,1,1,9.0,8.7,9.2,9.3,8.5,9.6,
9.4,35,2100000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square200/478827522.jpg?k=52adc6d333c845dad0e53c7c6866cacb7e25022503f3cf43d28067cfdad4e993&o=,4,0,1,1,0,1,0,1,1,9.4,9.4,9.3,9.5,9.3,9.3,9.5
8.9,26,2128000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/536081913.jpg?k=af6b4031bb45f04414812367349fecae7aff3f984b32dd5eda80025eae5312ec&o=,4,1,1,1,1,1,0,0,1,9.6,9.4,9.5,9.3,9.2,9.2,10.0
8.4,95,2160000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/477994412.jpg?k=f45afc552b844db0c4a44ecd0780bc09f01c2212a15df1eee0b979e9254e4333&o=,4,0,1,1,0,0,0,1,0,8.7,8.4,8.5,8.5,8.2,9.0,6.9
9.6,67,2200000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/516488265.jpg?k=2a2ce0225b41eb4596438e5e295fe066486d3cb932be0bae422b3b74383e8052&o=,4,0,1,1,0,1,0,1,0,9.7,9.6,9.7,9.8,9.8,9.6,10.0
8.2,68,2240000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/185847120.jpg?k=9d3a5bd670760c22b5de0e744159678c46f350eacbe631d815e3cc016b5c5bf6&o=,4,0,1,1,0,1,0,1,1,8.6,8.4,8.4,8.6,8.4,9.6,9.0
8.5,27,2250000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/433525077.jpg?k=722a483c4a2adb6e62b2f86b33a8b4cd968dd0f1d6c22bf8d17ef142c62afae7&o=,4,0,0,1,0,1,0,0,0,9.1,8.7,9.3,9.2,8.4,8.8,10.0
8.8,16,2250000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/525616622.jpg?k=72cc84a4a4338de38c3de0ca31c0557fb73cbed0bcd157739bccd5b837cd06ab&o=,4,0,1,1,1,1,0,0,0,8.9,8.6,8.5,8.5,8.0,8.5,7.5
7.9,29,300000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/487282095.jpg?k=a364d46944c06b7cf7cc81d60d19f440b032a16a8aba8aee412755de9d8ab1d5&o=,4,0,0,0,0,0,0,0,0,,,,,,,
8.3,115,348641,Quận 9,https://cf.bstatic.com/xdata/images/hotel/square200/453991730.jpg?k=75d87ef496b1c49a086467ca386a5cd1377e47d0f204ac6e4a5aeddc98ac9cd5&o=,4,1,1,1,0,1,0,1,0,9.1,8.1,8.5,8.6,8.5,7.9,8.8
9.0,373,406169,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/377386967.jpg?k=add771eede5fa40484ccf7bb3db974d1aee7cfb3c38847aa0da53ba103a3cd76&o=,4,1,1,1,1,1,0,0,1,9.3,9.1,9.2,9.2,9.1,9.3,9.8
4.3,12,453739,TP. Hồ Chí Minh,https://cf.bstatic.com/xdata/images/hotel/square200/493270508.jpg?k=3b8fd9883275153ae2eb8cd3b7644838339f09c9ad884aa65d292bc3af63627b&o=,4,1,1,1,0,1,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0,
5.7,278,503714,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/442864347.jpg?k=d65a32171b4834d1afc01ed5bc6688459939eed4d6e0de97788b38e4ccb78db1&o=,4,1,1,1,1,1,1,1,0,6.5,6.2,6.3,6.4,6.7,6.4,
7.2,56,513291,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/520392015.jpg?k=4722a59104635e1e3314f6d420dcb0747855b7f0e00ede088bcf7ea741a80401&o=,4,1,1,1,1,1,0,1,1,8.4,7.2,7.7,7.4,7.5,8.2,6.3
9.2,156,615600,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/385468832.jpg?k=c71c58127811971148e2236f725ebb3f9abe981c9261d56876916995b4d87589&o=,4,1,0,1,0,1,0,0,0,9.6,9.2,9.4,9.4,9.4,9.1,9.2
8.4,604,617261,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/495486923.jpg?k=70846b5b41b372d6b85331551d8981a2033549b51daf901db1d4e950e8caece2&o=,4,1,1,1,1,1,0,1,0,9.2,8.4,8.4,8.4,8.6,8.6,8.5
10.0,5,641301,Quận 10,https://cf.bstatic.com/xdata/images/hotel/square200/514013267.jpg?k=323a21ce98ae339bf458afb6bb7c681a7703fff94b3033dcb67f07310e1bdcc8&o=,4,1,0,1,0,0,0,1,1,10.0,10.0,10.0,10.0,10.0,10.0,
8.9,161,662071,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/384531923.jpg?k=3fe7a35482a6035624fae7501beaeaab8e9be429f2f85c77e57d2e11b95eee15&o=,4,1,0,1,1,1,0,1,0,9.0,8.9,9.2,9.1,9.0,8.8,8.3
8.4,9,670000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/504112168.jpg?k=74e227e90fc6359eaf2de4e5e7900fb7dad7844b94f976c7cd435c0199082a96&o=,4,1,0,1,1,1,0,1,0,7.3,6.5,6.5,7.2,6.7,6.5,
8.8,126,684000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/462038408.jpg?k=a442e558be475574ba1babe8687eb29685cad325f5816c08d177aaa48f5f176b&o=,4,1,0,0,1,1,0,0,0,9.4,8.5,8.7,8.8,9.0,9.6,10.0
